id,skill_set,subcategory
491,"('editing', 'blogging', 'interpreting')",Interpreter
492,"('editing', 'blogging', 'social-media')","Write Content
"
493,"('editing', 'blogging', 'social-media')","Translation
"
494,"('editing', 'blogging', 'social-media')","Proofreading
"
495,"('editing', 'blogging', 'social-media')","Novel / Short Story
"
496,"('editing', 'blogging', 'social-media')","Document Typing
"
497,"('editing', 'blogging', 'social-media')",Interpreter
498,"('editing', 'blogging', 'creative-writing')","Write Content
"
499,"('editing', 'blogging', 'creative-writing')","Translation
"
500,"('editing', 'blogging', 'creative-writing')","Proofreading
"
501,"('editing', 'blogging', 'creative-writing')","Novel / Short Story
"
502,"('editing', 'blogging', 'creative-writing')","Document Typing
"
503,"('editing', 'blogging', 'creative-writing')",Interpreter
504,"('editing', 'blogging', 'proofreading')","Write Content
"
505,"('editing', 'blogging', 'proofreading')","Translation
"
506,"('editing', 'blogging', 'proofreading')","Proofreading
"
507,"('editing', 'blogging', 'proofreading')","Novel / Short Story
"
508,"('editing', 'blogging', 'proofreading')","Document Typing
"
509,"('editing', 'blogging', 'proofreading')",Interpreter
510,"('editing', 'blogging', 'education')","Write Content
"
511,"('editing', 'blogging', 'education')","Translation
"
512,"('editing', 'blogging', 'education')","Proofreading
"
513,"('editing', 'blogging', 'education')","Novel / Short Story
"
514,"('editing', 'blogging', 'education')","Document Typing
"
515,"('editing', 'blogging', 'education')",Interpreter
516,"('editing', 'blogging', 'technical-translation')","Write Content
"
517,"('editing', 'blogging', 'technical-translation')","Translation
"
518,"('editing', 'blogging', 'technical-translation')","Proofreading
"
519,"('editing', 'blogging', 'technical-translation')","Novel / Short Story
"
520,"('editing', 'blogging', 'technical-translation')","Document Typing
"
521,"('editing', 'blogging', 'technical-translation')",Interpreter
522,"('editing', 'blogging', 'multilingual')","Write Content
"
523,"('editing', 'blogging', 'multilingual')","Translation
"
524,"('editing', 'blogging', 'multilingual')","Proofreading
"
525,"('editing', 'blogging', 'multilingual')","Novel / Short Story
"
526,"('editing', 'blogging', 'multilingual')","Document Typing
"
527,"('editing', 'blogging', 'multilingual')",Interpreter
528,"('editing', 'interpreting', 'translation')","Write Content
"
529,"('editing', 'interpreting', 'translation')","Translation
"
530,"('editing', 'interpreting', 'translation')","Proofreading
"
531,"('editing', 'interpreting', 'translation')","Novel / Short Story
"
532,"('editing', 'interpreting', 'translation')","Document Typing
"
533,"('editing', 'interpreting', 'translation')",Interpreter
534,"('editing', 'interpreting', 'blogging')","Write Content
"
535,"('editing', 'interpreting', 'blogging')","Translation
"
536,"('editing', 'interpreting', 'blogging')","Proofreading
"
537,"('editing', 'interpreting', 'blogging')","Novel / Short Story
"
538,"('editing', 'interpreting', 'blogging')","Document Typing
"
539,"('editing', 'interpreting', 'blogging')",Interpreter
540,"('editing', 'interpreting', 'social-media')","Write Content
"
541,"('editing', 'interpreting', 'social-media')","Translation
"
542,"('editing', 'interpreting', 'social-media')","Proofreading
"
543,"('editing', 'interpreting', 'social-media')","Novel / Short Story
"
544,"('editing', 'interpreting', 'social-media')","Document Typing
"
545,"('editing', 'interpreting', 'social-media')",Interpreter
546,"('editing', 'interpreting', 'creative-writing')","Write Content
"
547,"('editing', 'interpreting', 'creative-writing')","Translation
"
548,"('editing', 'interpreting', 'creative-writing')","Proofreading
"
549,"('editing', 'interpreting', 'creative-writing')","Novel / Short Story
"
550,"('editing', 'interpreting', 'creative-writing')","Document Typing
"
551,"('editing', 'interpreting', 'creative-writing')",Interpreter
552,"('editing', 'interpreting', 'proofreading')","Write Content
"
553,"('editing', 'interpreting', 'proofreading')","Translation
"
554,"('editing', 'interpreting', 'proofreading')","Proofreading
"
555,"('editing', 'interpreting', 'proofreading')","Novel / Short Story
"
556,"('editing', 'interpreting', 'proofreading')","Document Typing
"
557,"('editing', 'interpreting', 'proofreading')",Interpreter
558,"('editing', 'interpreting', 'education')","Write Content
"
559,"('editing', 'interpreting', 'education')","Translation
"
560,"('editing', 'interpreting', 'education')","Proofreading
"
561,"('editing', 'interpreting', 'education')","Novel / Short Story
"
562,"('editing', 'interpreting', 'education')","Document Typing
"
563,"('editing', 'interpreting', 'education')",Interpreter
564,"('editing', 'interpreting', 'technical-translation')","Write Content
"
565,"('editing', 'interpreting', 'technical-translation')","Translation
"
566,"('editing', 'interpreting', 'technical-translation')","Proofreading
"
567,"('editing', 'interpreting', 'technical-translation')","Novel / Short Story
"
568,"('editing', 'interpreting', 'technical-translation')","Document Typing
"
569,"('editing', 'interpreting', 'technical-translation')",Interpreter
570,"('editing', 'interpreting', 'multilingual')","Write Content
"
571,"('editing', 'interpreting', 'multilingual')","Translation
"
572,"('editing', 'interpreting', 'multilingual')","Proofreading
"
573,"('editing', 'interpreting', 'multilingual')","Novel / Short Story
"
574,"('editing', 'interpreting', 'multilingual')","Document Typing
"
575,"('editing', 'interpreting', 'multilingual')",Interpreter
576,"('editing', 'social-media', 'translation')","Write Content
"
577,"('editing', 'social-media', 'translation')","Translation
"
578,"('editing', 'social-media', 'translation')","Proofreading
"
579,"('editing', 'social-media', 'translation')","Novel / Short Story
"
580,"('editing', 'social-media', 'translation')","Document Typing
"
581,"('editing', 'social-media', 'translation')",Interpreter
582,"('editing', 'social-media', 'blogging')","Write Content
"
583,"('editing', 'social-media', 'blogging')","Translation
"
584,"('editing', 'social-media', 'blogging')","Proofreading
"
585,"('editing', 'social-media', 'blogging')","Novel / Short Story
"
586,"('editing', 'social-media', 'blogging')","Document Typing
"
587,"('editing', 'social-media', 'blogging')",Interpreter
588,"('editing', 'social-media', 'interpreting')","Write Content
"
589,"('editing', 'social-media', 'interpreting')","Translation
"
590,"('editing', 'social-media', 'interpreting')","Proofreading
"
591,"('editing', 'social-media', 'interpreting')","Novel / Short Story
"
592,"('editing', 'social-media', 'interpreting')","Document Typing
"
593,"('editing', 'social-media', 'interpreting')",Interpreter
594,"('editing', 'social-media', 'creative-writing')","Write Content
"
595,"('editing', 'social-media', 'creative-writing')","Translation
"
596,"('editing', 'social-media', 'creative-writing')","Proofreading
"
597,"('editing', 'social-media', 'creative-writing')","Novel / Short Story
"
598,"('editing', 'social-media', 'creative-writing')","Document Typing
"
599,"('editing', 'social-media', 'creative-writing')",Interpreter
600,"('editing', 'social-media', 'proofreading')","Write Content
"
601,"('editing', 'social-media', 'proofreading')","Translation
"
602,"('editing', 'social-media', 'proofreading')","Proofreading
"
603,"('editing', 'social-media', 'proofreading')","Novel / Short Story
"
604,"('editing', 'social-media', 'proofreading')","Document Typing
"
605,"('editing', 'social-media', 'proofreading')",Interpreter
606,"('editing', 'social-media', 'education')","Write Content
"
607,"('editing', 'social-media', 'education')","Translation
"
608,"('editing', 'social-media', 'education')","Proofreading
"
609,"('editing', 'social-media', 'education')","Novel / Short Story
"
610,"('editing', 'social-media', 'education')","Document Typing
"
611,"('editing', 'social-media', 'education')",Interpreter
612,"('editing', 'social-media', 'technical-translation')","Write Content
"
613,"('editing', 'social-media', 'technical-translation')","Translation
"
614,"('editing', 'social-media', 'technical-translation')","Proofreading
"
615,"('editing', 'social-media', 'technical-translation')","Novel / Short Story
"
616,"('editing', 'social-media', 'technical-translation')","Document Typing
"
617,"('editing', 'social-media', 'technical-translation')",Interpreter
618,"('editing', 'social-media', 'multilingual')","Write Content
"
619,"('editing', 'social-media', 'multilingual')","Translation
"
620,"('editing', 'social-media', 'multilingual')","Proofreading
"
